tier,col,row,x,y,z,crop
3,15,3,4.135375,1.505,1.307,red oak
3,15,4,4.135375,1.6516666666666664,1.307,red oak
3,15,5,4.135375,1.7983333333333331,1.307,red oak
3,15,6,4.135375,1.9449999999999998,1.307,red oak
3,16,0,4.351666666666667,1.065,1.307,red oak
3,16,1,4.351666666666667,1.2116666666666667,1.307,red oak
3,16,2,4.351666666666667,1.3583333333333332,1.307,red oak
3,16,3,4.351666666666667,1.505,1.307,red oak
3,16,4,4.351666666666667,1.6516666666666664,1.307,red oak
3,16,5,4.351666666666667,1.7983333333333331,1.307,red oak
3,16,6,4.351666666666667,1.9449999999999998,1.307,red oak
3,17,0,4.567958333333333,1.065,1.307,red oak
3,17,1,4.567958333333333,1.2116666666666667,1.307,red oak
3,17,2,4.567958333333333,1.3583333333333332,1.307,red oak
3,17,3,4.567958333333333,1.505,1.307,red oak
3,17,4,4.567958333333333,1.6516666666666664,1.307,red oak
3,17,5,4.567958333333333,1.7983333333333331,1.307,red oak
3,17,6,4.567958333333333,1.9449999999999998,1.307,red oak
3,18,0,4.78425,1.065,1.307,red oak
3,18,1,4.78425,1.2116666666666667,1.307,red oak
3,18,2,4.78425,1.3583333333333332,1.307,red oak
3,18,3,4.78425,1.505,1.307,red oak
3,18,4,4.78425,1.6516666666666664,1.307,red oak
3,18,5,4.78425,1.7983333333333331,1.307,red oak
3,18,6,4.78425,1.9449999999999998,1.307,red oak
3,19,0,5.000541666666667,1.065,1.307,red oak
3,19,1,5.000541666666667,1.2116666666666667,1.307,red oak
3,19,2,5.000541666666667,1.3583333333333332,1.307,red oak
3,19,3,5.000541666666667,1.505,1.307,red oak
3,19,4,5.000541666666667,1.6516666666666664,1.307,red oak
3,19,5,5.000541666666667,1.7983333333333331,1.307,red oak
3,19,6,5.000541666666667,1.9449999999999998,1.307,red oak
3,20,0,5.216833333333334,1.065,1.307,red oak
3,20,1,5.216833333333334,1.2116666666666667,1.307,red oak
3,20,2,5.216833333333334,1.3583333333333332,1.307,red oak
3,20,3,5.216833333333334,1.505,1.307,red oak
3,20,4,5.216833333333334,1.6516666666666664,1.307,red oak
3,20,5,5.216833333333334,1.7983333333333331,1.307,red oak
3,20,6,5.216833333333334,1.9449999999999998,1.307,red oak
3,21,0,5.4331249999999995,1.065,1.307,red oak
3,21,1,5.4331249999999995,1.2116666666666667,1.307,red oak
3,21,2,5.4331249999999995,1.3583333333333332,1.307,red oak
3,21,3,5.4331249999999995,1.505,1.307,red oak
3,21,4,5.4331249999999995,1.6516666666666664,1.307,red oak
3,21,5,5.4331249999999995,1.7983333333333331,1.307,red oak
3,21,6,5.4331249999999995,1.9449999999999998,1.307,red oak
3,22,0,5.649416666666666,1.065,1.307,red oak
3,22,1,5.649416666666666,1.2116666666666667,1.307,red oak
3,22,2,5.649416666666666,1.3583333333333332,1.307,red oak
3,22,3,5.649416666666666,1.505,1.307,red oak
3,22,4,5.649416666666666,1.6516666666666664,1.307,red oak
3,22,5,5.649416666666666,1.7983333333333331,1.307,red oak
3,22,6,5.649416666666666,1.9449999999999998,1.307,red oak
3,23,0,5.865708333333333,1.065,1.307,red oak
3,23,1,5.865708333333333,1.2116666666666667,1.307,red oak
3,23,2,5.865708333333333,1.3583333333333332,1.307,red oak
3,23,3,5.865708333333333,1.505,1.307,red oak
3,23,4,5.865708333333333,1.6516666666666664,1.307,red oak
3,23,5,5.865708333333333,1.7983333333333331,1.307,red oak
3,23,6,5.865708333333333,1.9449999999999998,1.307,red oak
3,24,0,6.082,1.065,1.307,red oak
